CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
ae34084a4e6b   youthful_black                   193.60%   201.2MiB / 15.63GiB   1.26%     876B / 0B         0B / 21.8MB   31
c7f83e8814a6   vibrant_moore                    195.15%   210.6MiB / 15.63GiB   1.32%     766B / 0B         0B / 32.2MB   36
51c9c4bfffc7   peer0.org1.example.com           1.34%     29.48MiB / 15.63GiB   0.18%     71.7kB / 33kB     0B / 180kB    14
9925c0f509bf   peer0.org2.example.com           1.37%     26.03MiB / 15.63GiB   0.16%     70.6kB / 33.1kB   0B / 180kB    13
ac7bf3ca469e   orderer0.example.com             0.08%     18.32MiB / 15.63GiB   0.11%     15.3kB / 24.3kB   0B / 131kB    14
28db669eb46b   couchdb.peer0.org2.example.com   1.71%     40.66MiB / 15.63GiB   0.25%     23.5kB / 22kB     0B / 762kB    45
414be5786117   ca.org1.example.com              0.00%     12.41MiB / 15.63GiB   0.08%     2.76kB / 5.93kB   0B / 446kB    9
f6756df652db   ca.org2.example.com              0.00%     8.461MiB / 15.63GiB   0.05%     3.37kB / 5.94kB   0B / 446kB    9
b7921d830bc7   couchdb.peer0.org1.example.com   1.97%     41.96MiB / 15.63GiB   0.26%     24.2kB / 22.6kB   0B / 762kB    45
CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O     PIDS
ae34084a4e6b   youthful_black                   180.97%   107MiB / 15.63GiB     0.67%     876B / 0B         0B / 50.5MB   19
c7f83e8814a6   vibrant_moore                    172.58%   87.12MiB / 15.63GiB   0.54%     766B / 0B         0B / 32.2MB   18
51c9c4bfffc7   peer0.org1.example.com           1.57%     29.48MiB / 15.63GiB   0.18%     71.7kB / 33kB     0B / 180kB    14
9925c0f509bf   peer0.org2.example.com           1.37%     26.03MiB / 15.63GiB   0.16%     70.6kB / 33.1kB   0B / 180kB    13
ac7bf3ca469e   orderer0.example.com             0.05%     18.32MiB / 15.63GiB   0.11%     15.3kB / 24.3kB   0B / 131kB    14
28db669eb46b   couchdb.peer0.org2.example.com   0.59%     40.67MiB / 15.63GiB   0.25%     23.5kB / 22kB     0B / 762kB    45
414be5786117   ca.org1.example.com              0.00%     12.41MiB / 15.63GiB   0.08%     2.76kB / 5.93kB   0B / 446kB    9
f6756df652db   ca.org2.example.com              0.00%     8.461MiB / 15.63GiB   0.05%     3.37kB / 5.94kB   0B / 446kB    9
b7921d830bc7   couchdb.peer0.org1.example.com   0.53%     41.96MiB / 15.63GiB   0.26%     24.2kB / 22.6kB   0B / 762kB    45
CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
51c9c4bfffc7   peer0.org1.example.com           1.47%     29.48MiB / 15.63GiB   0.18%     71.8kB / 33.1kB   0B / 180kB   14
9925c0f509bf   peer0.org2.example.com           1.64%     26.03MiB / 15.63GiB   0.16%     70.6kB / 33.2kB   0B / 180kB   13
ac7bf3ca469e   orderer0.example.com             0.05%     18.32MiB / 15.63GiB   0.11%     15.3kB / 24.3kB   0B / 131kB   14
28db669eb46b   couchdb.peer0.org2.example.com   2.84%     40.67MiB / 15.63GiB   0.25%     23.6kB / 22kB     0B / 762kB   45
414be5786117   ca.org1.example.com              0.00%     12.41MiB / 15.63GiB   0.08%     2.76kB / 5.93kB   0B / 446kB   9
f6756df652db   ca.org2.example.com              0.00%     8.461MiB / 15.63GiB   0.05%     3.37kB / 5.94kB   0B / 446kB   9
b7921d830bc7   couchdb.peer0.org1.example.com   0.70%     41.96MiB / 15.63GiB   0.26%     24.3kB / 22.7kB   0B / 762kB   45
CONTAINER ID   NAME                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O    PIDS
51c9c4bfffc7   peer0.org1.example.com           66.92%    84MiB / 15.63GiB      0.52%     71.8kB / 33.1kB   0B / 180kB   14
9925c0f509bf   peer0.org2.example.com           67.62%    80.47MiB / 15.63GiB   0.50%     70.6kB / 33.2kB   0B / 180kB   13
ac7bf3ca469e   orderer0.example.com             0.06%     18.32MiB / 15.63GiB   0.11%     15.3kB / 24.3kB   0B / 131kB   14
28db669eb46b   couchdb.peer0.org2.example.com   0.41%     40.68MiB / 15.63GiB   0.25%     23.6kB / 22kB     0B / 762kB   45
414be5786117   ca.org1.example.com              0.00%     12.41MiB / 15.63GiB   0.08%     2.76kB / 5.93kB   0B / 446kB   9
f6756df652db   ca.org2.example.com              0.00%     8.461MiB / 15.63GiB   0.05%     3.37kB / 5.94kB   0B / 446kB   9
b7921d830bc7   couchdb.peer0.org1.example.com   0.43%     41.96MiB / 15.63GiB   0.26%     24.3kB / 22.7kB   0B / 762kB   45
